項目数,項目集合,事例数,支持度,支持度（％）
2,和暦=令和 | 場合別1=各教科等,356,0.04634209841187191,4.6342
2,発生場所1=学校外（園外） | 通学方法=自転車,355,0.046211923978130696,4.6212
2,和暦=平成 | 被災学年=6,353,0.04595157511064827,4.5952
2,性別=男 | 給付年度=18,353,0.04595157511064827,4.5952
2,発生場所2=道路 | 通学方法=自転車,352,0.045821400676907056,4.5821
2,性別=男 | 給付年度=19,352,0.045821400676907056,4.5821
2,発生場所2=学校外運動場・競技場 | 被災学校種=高,352,0.045821400676907056,4.5821
2,被災学年=5 | 被災学校種=小,351,0.04569122624316584,4.5691
2,場合別2=体育（保健体育） | 性別=女,351,0.04569122624316584,4.5691
2,場合別2=体育（保健体育） | 被災学年=3,349,0.045430877375683416,4.5431
2,発生場所1=学校内・校舎外（園内・園舎外） | 競技種目=サッカー・フットサル,348,0.0453007029419422,4.5301
2,和暦=令和 | 被災学年=3,346,0.045040354074459776,4.504
2,発生場所2=運動場・校庭（園庭） | 競技種目=サッカー・フットサル,345,0.04491017964071856,4.491
2,和暦=令和 | 発生場所1=学校外（園外）,340,0.044259307472012496,4.4259
2,和暦=平成 | 被災学年=4,338,0.04399895860453007,4.3999
2,性別=男 | 発生場所2=廊下,329,0.04282738870085915,4.2827
2,発生場所2=教室（保育室） | 被災学校種=小,326,0.04243686539963551,4.2437
2,性別=男 | 給付年度=20,325,0.042306690965894296,4.2307
2,場合別1=休憩時間 | 発生場所2=廊下,322,0.041916167664670656,4.1916
2,場合別1=各教科等 | 被災学年=1,322,0.041916167664670656,4.1916
2,和暦=令和 | 給付年度=3,321,0.04178599323092944,4.1786
2,和暦=令和 | 発生場所2=体育館・屋内運動場,320,0.04165581879718823,4.1656
2,場合別1=通学中 | 場合別2=下校（降園）中,319,0.041525644363447016,4.1526
2,和暦=平成 | 発生場所2=その他,318,0.0413954699297058,4.1395
2,場合別2=下校（降園）中 | 発生場所1=学校外（園外）,318,0.0413954699297058,4.1395
2,性別=男 | 給付年度=21,315,0.04100494662848217,4.1005
2,発生場所2=道路 | 被災学校種=高,315,0.04100494662848217,4.1005
2,性別=男 | 給付年度=22,313,0.04074459776099974,4.0745
2,被災学年=4 | 被災学校種=小,311,0.040484248893517316,4.0484
2,性別=男 | 給付年度=17,310,0.0403540744597761,4.0354
2,場合別2=体育（保健体育） | 被災学年=2,310,0.0403540744597761,4.0354
2,和暦=平成 | 場合別1=保育中,309,0.04022390002603489,4.0224
2,和暦=令和 | 給付年度=5,308,0.040093725592293676,4.0094
2,性別=男 | 給付年度=27,306,0.03983337672481125,3.9833
2,被災学年=1 | 被災学校種=小,305,0.039703202291070036,3.9703
2,性別=男 | 給付年度=26,302,0.039312678989846396,3.9313
2,和暦=平成 | 場合別1=学校行事,301,0.03918250455610518,3.9183
2,性別=男 | 給付年度=24,301,0.03918250455610518,3.9183
2,場合別2=昼食時休憩時間中 | 被災学校種=小,300,0.03905233012236397,3.9052
2,和暦=平成 | 場合別1=特別活動（除学校行事）,300,0.03905233012236397,3.9052
2,和暦=令和 | 場合別1=休憩時間,300,0.03905233012236397,3.9052
2,発生場所2=体育館・屋内運動場 | 被災学年=3,299,0.038922155688622756,3.8922
2,性別=男 | 給付年度=30,299,0.038922155688622756,3.8922
2,場合別1=通学中 | 被災学校種=高,297,0.03866180682114033,3.8662
2,被災学年=2 | 被災学校種=小,296,0.038531632387399116,3.8532
2,場合別2=昼食時休憩時間中 | 発生場所1=学校内・校舎内（園内・園舎内）,292,0.03801093465243426,3.8011
2,性別=男 | 給付年度=2,292,0.03801093465243426,3.8011
2,競技種目=サッカー・フットサル | 被災学校種=高,291,0.03788076021869305,3.7881
2,場合別2=下校（降園）中 | 発生場所2=道路,291,0.03788076021869305,3.7881
2,性別=男 | 被災学年=5,287,0.037360062483728196,3.736
2,性別=男 | 給付年度=23,286,0.03722988804998698,3.723
2,場合別1=休憩時間 | 場合別2=授業終了後の特定時間中,285,0.03709971361624577,3.71
2,被災学年=3 | 被災学校種=小,283,0.03683936474876334,3.6839
2,性別=男 | 給付年度=29,282,0.03670919031502213,3.6709
2,和暦=令和 | 場合別2=体育（保健体育）,282,0.03670919031502213,3.6709
2,競技種目=野球（含軟式） | 被災学校種=中,281,0.036579015881280916,3.6579
2,場合別1=特別活動（除学校行事） | 発生場所1=学校内・校舎内（園内・園舎内）,280,0.0364488414475397,3.6449
2,性別=男 | 給付年度=28,278,0.036188492580057276,3.6188
2,場合別2=体育（保健体育） | 被災学校種=小,274,0.03566779484509242,3.5668
2,性別=男 | 給付年度=25,274,0.03566779484509242,3.5668
2,和暦=平成 | 通学方法=自転車,272,0.035407445977609996,3.5407
2,性別=男 | 被災学年=6,266,0.034626399375162716,3.4626
2,性別=女 | 発生場所2=教室（保育室）,266,0.034626399375162716,3.4626
2,和暦=平成 | 競技種目=バスケットボール,261,0.03397552720645665,3.3976
2,発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=6,260,0.033845352772715435,3.3845
2,被災学校種=高 | 通学方法=自転車,260,0.033845352772715435,3.3845
2,発生場所1=学校内・校舎内（園内・園舎内） | 競技種目=バスケットボール,259,0.03371517833897422,3.3715
2,和暦=令和 | 給付年度=4,259,0.03371517833897422,3.3715
2,性別=男 | 給付年度=1,258,0.03358500390523301,3.3585
2,性別=男 | 被災学年=4,257,0.0334548294714918,3.3455
2,和暦=平成 | 場合別2=下校（降園）中,256,0.03332465503775059,3.3325
2,発生場所2=体育館・屋内運動場 | 競技種目=バスケットボール,252,0.032803957302785736,3.2804
2,場合別1=保育中 | 被災学校種=保,249,0.032413434001562096,3.2413
2,場合別1=通学中 | 場合別2=登校（登園）中,249,0.032413434001562096,3.2413
2,場合別2=登校（登園）中 | 発生場所1=学校外（園外）,249,0.032413434001562096,3.2413
2,場合別1=学校行事 | 性別=男,247,0.03215308513407967,3.2153
2,性別=男 | 発生場所2=その他,247,0.03215308513407967,3.2153
2,発生場所1=学校外（園外） | 競技種目=野球（含軟式）,245,0.03189273626659724,3.1893
2,発生場所1=学校外（園外） | 被災学校種=小,240,0.031241864097891175,3.1242
2,場合別2=体育（保健体育） | 被災学年=1,238,0.03098151523040875,3.0982
