全体順位,品詞,品詞別順位,基本形,出現回数,出現事例数,事例出現率(%),1事例当たり平均出現回数,対象事例数
1928,動詞,369,仕掛ける,1,1,0.0632,1.0,1583
1929,名詞,1082,他者,1,1,0.0632,1.0,1583
1930,名詞,1082,付き,1,1,0.0632,1.0,1583
1931,動詞,369,付ける,1,1,0.0632,1.0,1583
1932,名詞,1082,付け根,1,1,0.0632,1.0,1583
1933,名詞,1082,代わり,1,1,0.0632,1.0,1583
1934,名詞,1082,以外,1,1,0.0632,1.0,1583
1935,名詞,1082,仮装,1,1,0.0632,1.0,1583
1936,名詞,1082,仰向け,1,1,0.0632,1.0,1583
1937,名詞,1082,仲間,1,1,0.0632,1.0,1583
1938,動詞,369,任せる,1,1,0.0632,1.0,1583
1939,動詞,369,伏せる,1,1,0.0632,1.0,1583
1940,名詞,1082,休日,1,1,0.0632,1.0,1583
1941,名詞,1082,休暇,1,1,0.0632,1.0,1583
1942,名詞,1082,休止,1,1,0.0632,1.0,1583
1943,動詞,369,会う,1,1,0.0632,1.0,1583
1944,名詞,1082,会場,1,1,0.0632,1.0,1583
1945,名詞,1082,会館,1,1,0.0632,1.0,1583
1946,名詞,1082,伝い,1,1,0.0632,1.0,1583
1947,動詞,369,伝える,1,1,0.0632,1.0,1583
1948,動詞,369,伴う,1,1,0.0632,1.0,1583
1949,名詞,1082,住宅,1,1,0.0632,1.0,1583
1950,名詞,1082,体制,1,1,0.0632,1.0,1583
1951,名詞,1082,体力,1,1,0.0632,1.0,1583
1952,名詞,1082,体重,1,1,0.0632,1.0,1583
1953,名詞,1082,余暇,1,1,0.0632,1.0,1583
1954,名詞,1082,作品,1,1,0.0632,1.0,1583
1955,名詞,1082,併走,1,1,0.0632,1.0,1583
1956,動詞,369,使える,1,1,0.0632,1.0,1583
1957,名詞,1082,便器,1,1,0.0632,1.0,1583
1958,動詞,369,保つ,1,1,0.0632,1.0,1583
1959,名詞,1082,保育,1,1,0.0632,1.0,1583
1960,名詞,1082,修学旅行,1,1,0.0632,1.0,1583
1961,名詞,1082,修復,1,1,0.0632,1.0,1583
1962,名詞,1082,修正,1,1,0.0632,1.0,1583
1963,名詞,1082,個室,1,1,0.0632,1.0,1583
1964,名詞,1082,側壁,1,1,0.0632,1.0,1583
1965,名詞,1082,側面,1,1,0.0632,1.0,1583
1966,名詞,1082,偶然,1,1,0.0632,1.0,1583
1967,名詞,1082,傍,1,1,0.0632,1.0,1583
1968,動詞,369,備える,1,1,0.0632,1.0,1583
1969,名詞,1082,傷,1,1,0.0632,1.0,1583
1970,名詞,1082,傷み,1,1,0.0632,1.0,1583
1971,動詞,369,傾ける,1,1,0.0632,1.0,1583
1972,名詞,1082,傾姿勢,1,1,0.0632,1.0,1583
1973,名詞,1082,傾斜,1,1,0.0632,1.0,1583
1974,動詞,369,働く,1,1,0.0632,1.0,1583
1975,名詞,1082,元,1,1,0.0632,1.0,1583
1976,名詞,1082,先生,1,1,0.0632,1.0,1583
1977,名詞,1082,光,1,1,0.0632,1.0,1583
1978,動詞,369,入れ直す,1,1,0.0632,1.0,1583
1979,名詞,1082,入院,1,1,0.0632,1.0,1583
1980,名詞,1082,全速力,1,1,0.0632,1.0,1583
1981,名詞,1082,公立,1,1,0.0632,1.0,1583
1982,名詞,1082,公道,1,1,0.0632,1.0,1583
1983,名詞,1082,共,1,1,0.0632,1.0,1583
1984,名詞,1082,兼,1,1,0.0632,1.0,1583
1985,名詞,1082,円卓,1,1,0.0632,1.0,1583
1986,名詞,1082,円柱,1,1,0.0632,1.0,1583
1987,名詞,1082,円盤,1,1,0.0632,1.0,1583
1988,名詞,1082,円筒,1,1,0.0632,1.0,1583
1989,名詞,1082,円陣,1,1,0.0632,1.0,1583
1990,名詞,1082,冗談,1,1,0.0632,1.0,1583
1991,名詞,1082,冬,1,1,0.0632,1.0,1583
1992,名詞,1082,冬休み,1,1,0.0632,1.0,1583
1993,動詞,369,冷やす,1,1,0.0632,1.0,1583
1994,名詞,1082,処置,1,1,0.0632,1.0,1583
1995,名詞,1082,凸凹,1,1,0.0632,1.0,1583
1996,動詞,369,凹む,1,1,0.0632,1.0,1583
1997,動詞,369,出かける,1,1,0.0632,1.0,1583
1998,動詞,369,出くわす,1,1,0.0632,1.0,1583
1999,名詞,1082,出し物,1,1,0.0632,1.0,1583
2000,動詞,369,出っ張る,1,1,0.0632,1.0,1583
2001,名詞,1082,出会い,1,1,0.0632,1.0,1583
2002,名詞,1082,出会い頭,1,1,0.0632,1.0,1583
2003,名詞,1082,出入り,1,1,0.0632,1.0,1583
2004,動詞,369,分かる,1,1,0.0632,1.0,1583
2005,名詞,1082,分担,1,1,0.0632,1.0,1583
2006,名詞,1082,分間,1,1,0.0632,1.0,1583
2007,名詞,1082,切り替え,1,1,0.0632,1.0,1583
2008,動詞,369,切り替える,1,1,0.0632,1.0,1583
2009,名詞,1082,切傷,1,1,0.0632,1.0,1583
2010,名詞,1082,切削,1,1,0.0632,1.0,1583
2011,名詞,1082,初日,1,1,0.0632,1.0,1583
2012,名詞,1082,判明,1,1,0.0632,1.0,1583
2013,名詞,1082,制止,1,1,0.0632,1.0,1583
2014,名詞,1082,制球,1,1,0.0632,1.0,1583
2015,動詞,369,刺す,1,1,0.0632,1.0,1583
2016,名詞,1082,刺殺,1,1,0.0632,1.0,1583
2017,名詞,1082,前列,1,1,0.0632,1.0,1583
2018,名詞,1082,前夜,1,1,0.0632,1.0,1583
2019,名詞,1082,前屈み,1,1,0.0632,1.0,1583
2020,名詞,1082,前後,1,1,0.0632,1.0,1583
2021,名詞,1082,前腕,1,1,0.0632,1.0,1583
2022,名詞,1082,前面,1,1,0.0632,1.0,1583
2023,名詞,1082,前額,1,1,0.0632,1.0,1583
2024,名詞,1082,創作,1,1,0.0632,1.0,1583
2025,名詞,1082,創傷,1,1,0.0632,1.0,1583
2026,名詞,1082,劇,1,1,0.0632,1.0,1583
2027,名詞,1082,力不足,1,1,0.0632,1.0,1583
2028,名詞,1082,加勢,1,1,0.0632,1.0,1583
2029,名詞,1082,加減,1,1,0.0632,1.0,1583
2030,名詞,1082,加速,1,1,0.0632,1.0,1583
2031,名詞,1082,助走,1,1,0.0632,1.0,1583
2032,動詞,369,効く,1,1,0.0632,1.0,1583
2033,動詞,369,動ける,1,1,0.0632,1.0,1583
2034,名詞,1082,動揺,1,1,0.0632,1.0,1583
2035,名詞,1082,勘違い,1,1,0.0632,1.0,1583
2036,名詞,1082,勝手,1,1,0.0632,1.0,1583
2037,名詞,1082,医,1,1,0.0632,1.0,1583
2038,名詞,1082,医師,1,1,0.0632,1.0,1583
2039,名詞,1082,医院,1,1,0.0632,1.0,1583
2040,名詞,1082,午後,1,1,0.0632,1.0,1583
2041,名詞,1082,南,1,1,0.0632,1.0,1583
2042,名詞,1082,単元,1,1,0.0632,1.0,1583
2043,名詞,1082,印刷物,1,1,0.0632,1.0,1583
2044,名詞,1082,原因,1,1,0.0632,1.0,1583
2045,名詞,1082,双方,1,1,0.0632,1.0,1583
2046,動詞,369,収まる,1,1,0.0632,1.0,1583
2047,名詞,1082,収穫,1,1,0.0632,1.0,1583
2048,名詞,1082,取っ手,1,1,0.0632,1.0,1583
2049,動詞,369,取り合う,1,1,0.0632,1.0,1583
2050,名詞,1082,取手,1,1,0.0632,1.0,1583
2051,動詞,369,受けとる,1,1,0.0632,1.0,1583
2052,動詞,369,受取る,1,1,0.0632,1.0,1583
2053,名詞,1082,受身,1,1,0.0632,1.0,1583
2054,名詞,1082,口内,1,1,0.0632,1.0,1583
2055,名詞,1082,叩き,1,1,0.0632,1.0,1583
2056,動詞,369,叩きつける,1,1,0.0632,1.0,1583
2057,名詞,1082,台風,1,1,0.0632,1.0,1583
2058,名詞,1082,右腕,1,1,0.0632,1.0,1583
2059,名詞,1082,司令,1,1,0.0632,1.0,1583
2060,名詞,1082,合奏,1,1,0.0632,1.0,1583
2061,動詞,369,吊る,1,1,0.0632,1.0,1583
2062,名詞,1082,名前,1,1,0.0632,1.0,1583
2063,名詞,1082,吐き気,1,1,0.0632,1.0,1583
2064,名詞,1082,向かい側,1,1,0.0632,1.0,1583
2065,動詞,369,含む,1,1,0.0632,1.0,1583
2066,動詞,369,含める,1,1,0.0632,1.0,1583
2067,名詞,1082,吸収,1,1,0.0632,1.0,1583
2068,名詞,1082,吹き抜け,1,1,0.0632,1.0,1583
2069,動詞,369,吹く,1,1,0.0632,1.0,1583
2070,名詞,1082,周回,1,1,0.0632,1.0,1583
2071,動詞,369,呼びかける,1,1,0.0632,1.0,1583
2072,動詞,369,呼び出す,1,1,0.0632,1.0,1583
2073,名詞,1082,呼吸,1,1,0.0632,1.0,1583
2074,名詞,1082,咬傷,1,1,0.0632,1.0,1583
2075,名詞,1082,品,1,1,0.0632,1.0,1583
2076,名詞,1082,喪失,1,1,0.0632,1.0,1583
2077,動詞,369,噛みしめる,1,1,0.0632,1.0,1583
2078,名詞,1082,四,1,1,0.0632,1.0,1583
2079,名詞,1082,四肢,1,1,0.0632,1.0,1583
2080,名詞,1082,因縁,1,1,0.0632,1.0,1583
2081,名詞,1082,国民,1,1,0.0632,1.0,1583
2082,名詞,1082,国語,1,1,0.0632,1.0,1583
2083,名詞,1082,土,1,1,0.0632,1.0,1583
2084,名詞,1082,圧迫,1,1,0.0632,1.0,1583
2085,名詞,1082,地,1,1,0.0632,1.0,1583
2086,名詞,1082,地上,1,1,0.0632,1.0,1583
2087,名詞,1082,地下道,1,1,0.0632,1.0,1583
2088,名詞,1082,地図,1,1,0.0632,1.0,1583
2089,名詞,1082,地点,1,1,0.0632,1.0,1583
2090,動詞,369,垂らす,1,1,0.0632,1.0,1583
2091,名詞,1082,堤防,1,1,0.0632,1.0,1583
2092,名詞,1082,塁間,1,1,0.0632,1.0,1583
2093,名詞,1082,塗りたて,1,1,0.0632,1.0,1583
2094,名詞,1082,塾,1,1,0.0632,1.0,1583
2095,動詞,369,増す,1,1,0.0632,1.0,1583
2096,名詞,1082,壁際,1,1,0.0632,1.0,1583
2097,名詞,1082,壊死,1,1,0.0632,1.0,1583
2098,名詞,1082,声援,1,1,0.0632,1.0,1583
2099,名詞,1082,変化,1,1,0.0632,1.0,1583
2100,名詞,1082,変更,1,1,0.0632,1.0,1583
2101,名詞,1082,夏休み,1,1,0.0632,1.0,1583
2102,名詞,1082,外そう,1,1,0.0632,1.0,1583
2103,名詞,1082,外周,1,1,0.0632,1.0,1583
2104,名詞,1082,外科,1,1,0.0632,1.0,1583
2105,名詞,1082,外部,1,1,0.0632,1.0,1583
2106,名詞,1082,夜道,1,1,0.0632,1.0,1583
2107,名詞,1082,夢中,1,1,0.0632,1.0,1583
2108,名詞,1082,大変,1,1,0.0632,1.0,1583
2109,名詞,1082,大腿,1,1,0.0632,1.0,1583
2110,名詞,1082,大車輪,1,1,0.0632,1.0,1583
2111,名詞,1082,大雨,1,1,0.0632,1.0,1583
2112,名詞,1082,天井,1,1,0.0632,1.0,1583
2113,名詞,1082,天体,1,1,0.0632,1.0,1583
2114,名詞,1082,太陽,1,1,0.0632,1.0,1583
2115,名詞,1082,奥,1,1,0.0632,1.0,1583
2116,名詞,1082,奪い合い,1,1,0.0632,1.0,1583
2117,名詞,1082,嫌がらせ,1,1,0.0632,1.0,1583
2118,名詞,1082,子ども,1,1,0.0632,1.0,1583
2119,名詞,1082,学芸,1,1,0.0632,1.0,1583
2120,名詞,1082,守り,1,1,0.0632,1.0,1583
2121,名詞,1082,安全,1,1,0.0632,1.0,1583
2122,動詞,369,定める,1,1,0.0632,1.0,1583
2123,名詞,1082,家,1,1,0.0632,1.0,1583
2124,名詞,1082,家庭科,1,1,0.0632,1.0,1583
2125,名詞,1082,宿,1,1,0.0632,1.0,1583
2126,動詞,369,寄せる,1,1,0.0632,1.0,1583
2127,名詞,1082,密集,1,1,0.0632,1.0,1583
2128,形容詞,24,寒い,1,1,0.0632,1.0,1583
2129,動詞,369,寝かせる,1,1,0.0632,1.0,1583
2130,動詞,369,寝る,1,1,0.0632,1.0,1583
2131,動詞,369,寝転ぶ,1,1,0.0632,1.0,1583
2132,名詞,1082,寮,1,1,0.0632,1.0,1583
2133,名詞,1082,寸前,1,1,0.0632,1.0,1583
2134,名詞,1082,対向,1,1,0.0632,1.0,1583
2135,名詞,1082,対面,1,1,0.0632,1.0,1583
2136,名詞,1082,小,1,1,0.0632,1.0,1583
2137,形容詞,24,小さい,1,1,0.0632,1.0,1583
2138,名詞,1082,小学校,1,1,0.0632,1.0,1583
2139,名詞,1082,小学生,1,1,0.0632,1.0,1583
2140,名詞,1082,小石,1,1,0.0632,1.0,1583
2141,名詞,1082,就労,1,1,0.0632,1.0,1583
2142,名詞,1082,就寝,1,1,0.0632,1.0,1583
2143,名詞,1082,尻餅,1,1,0.0632,1.0,1583
2144,名詞,1082,屋外,1,1,0.0632,1.0,1583
2145,名詞,1082,屋根,1,1,0.0632,1.0,1583
2146,名詞,1082,山,1,1,0.0632,1.0,1583
2147,名詞,1082,崖,1,1,0.0632,1.0,1583
2148,名詞,1082,崩し,1,1,0.0632,1.0,1583
2149,名詞,1082,巡回,1,1,0.0632,1.0,1583
2150,名詞,1082,工事,1,1,0.0632,1.0,1583
2151,名詞,1082,工場,1,1,0.0632,1.0,1583
2152,名詞,1082,工業,1,1,0.0632,1.0,1583
2153,名詞,1082,左寄り,1,1,0.0632,1.0,1583
2154,動詞,369,差し入れる,1,1,0.0632,1.0,1583
2155,動詞,369,差し出る,1,1,0.0632,1.0,1583
2156,動詞,369,差し掛かる,1,1,0.0632,1.0,1583
2157,動詞,369,差し掛る,1,1,0.0632,1.0,1583
2158,動詞,369,差す,1,1,0.0632,1.0,1583
2159,名詞,1082,巴,1,1,0.0632,1.0,1583
2160,動詞,369,巻きこむ,1,1,0.0632,1.0,1583
2161,動詞,369,巻き付ける,1,1,0.0632,1.0,1583
2162,名詞,1082,巾着,1,1,0.0632,1.0,1583
2163,名詞,1082,市民,1,1,0.0632,1.0,1583
2164,名詞,1082,市長,1,1,0.0632,1.0,1583
2165,名詞,1082,布,1,1,0.0632,1.0,1583
2166,名詞,1082,希望,1,1,0.0632,1.0,1583
2167,名詞,1082,帰,1,1,0.0632,1.0,1583
2168,名詞,1082,平面,1,1,0.0632,1.0,1583
2169,名詞,1082,幹,1,1,0.0632,1.0,1583
2170,名詞,1082,幼虫,1,1,0.0632,1.0,1583
2171,動詞,369,広げる,1,1,0.0632,1.0,1583
2172,名詞,1082,庇,1,1,0.0632,1.0,1583
2173,名詞,1082,床の間,1,1,0.0632,1.0,1583
2174,名詞,1082,底面,1,1,0.0632,1.0,1583
2175,動詞,369,座り込む,1,1,0.0632,1.0,1583
2176,名詞,1082,座席,1,1,0.0632,1.0,1583
2177,名詞,1082,庭石,1,1,0.0632,1.0,1583
2178,名詞,1082,建設,1,1,0.0632,1.0,1583
2179,名詞,1082,弓道,1,1,0.0632,1.0,1583
2180,名詞,1082,引き,1,1,0.0632,1.0,1583
2181,動詞,369,引き上げる,1,1,0.0632,1.0,1583
2182,名詞,1082,引き戸,1,1,0.0632,1.0,1583
2183,動詞,369,引き渡す,1,1,0.0632,1.0,1583
2184,動詞,369,引き離す,1,1,0.0632,1.0,1583
2185,名詞,1082,引率,1,1,0.0632,1.0,1583
2186,形容詞,24,弱い,1,1,0.0632,1.0,1583
2187,動詞,369,張り出す,1,1,0.0632,1.0,1583
2188,名詞,1082,強化,1,1,0.0632,1.0,1583
2189,動詞,369,弾く,1,1,0.0632,1.0,1583
2190,動詞,369,当てる,1,1,0.0632,1.0,1583
2191,名詞,1082,当時,1,1,0.0632,1.0,1583
2192,名詞,1082,形態,1,1,0.0632,1.0,1583
2193,名詞,1082,往来,1,1,0.0632,1.0,1583
2194,名詞,1082,待ち,1,1,0.0632,1.0,1583
2195,名詞,1082,後かたづけ,1,1,0.0632,1.0,1583
2196,名詞,1082,後半,1,1,0.0632,1.0,1583
2197,名詞,1082,後口,1,1,0.0632,1.0,1583
2198,名詞,1082,後戻り,1,1,0.0632,1.0,1583
2199,名詞,1082,後部,1,1,0.0632,1.0,1583
2200,名詞,1082,徐行,1,1,0.0632,1.0,1583
2201,動詞,369,徹す,1,1,0.0632,1.0,1583
2202,名詞,1082,必死,1,1,0.0632,1.0,1583
2203,名詞,1082,忘れ,1,1,0.0632,1.0,1583
2204,動詞,369,忘れる,1,1,0.0632,1.0,1583
2205,動詞,369,応じる,1,1,0.0632,1.0,1583
2206,名詞,1082,怒り,1,1,0.0632,1.0,1583
2207,名詞,1082,急停車,1,1,0.0632,1.0,1583
2208,名詞,1082,急斜面,1,1,0.0632,1.0,1583
2209,名詞,1082,息,1,1,0.0632,1.0,1583
2210,名詞,1082,悪ふざけ,1,1,0.0632,1.0,1583
2211,動詞,369,悴む,1,1,0.0632,1.0,1583
2212,名詞,1082,想像,1,1,0.0632,1.0,1583
2213,名詞,1082,想定,1,1,0.0632,1.0,1583
2214,名詞,1082,感情,1,1,0.0632,1.0,1583
2215,名詞,1082,感謝,1,1,0.0632,1.0,1583
2216,名詞,1082,態度,1,1,0.0632,1.0,1583
2217,動詞,369,慌てる,1,1,0.0632,1.0,1583
2218,名詞,1082,成功,1,1,0.0632,1.0,1583
2219,名詞,1082,成長,1,1,0.0632,1.0,1583
2220,名詞,1082,戸,1,1,0.0632,1.0,1583
2221,名詞,1082,戸締り,1,1,0.0632,1.0,1583
2222,名詞,1082,所属,1,1,0.0632,1.0,1583
2223,名詞,1082,手のひら,1,1,0.0632,1.0,1583
2224,名詞,1082,手伝い,1,1,0.0632,1.0,1583
2225,名詞,1082,手提げ,1,1,0.0632,1.0,1583
2226,名詞,1082,手放し,1,1,0.0632,1.0,1583
2227,動詞,369,手放す,1,1,0.0632,1.0,1583
2228,名詞,1082,手洗い,1,1,0.0632,1.0,1583
2229,名詞,1082,手袋,1,1,0.0632,1.0,1583
2230,名詞,1082,打,1,1,0.0632,1.0,1583
2231,名詞,1082,打ち,1,1,0.0632,1.0,1583
2232,名詞,1082,打ち合わせ,1,1,0.0632,1.0,1583
2233,名詞,1082,打撲傷,1,1,0.0632,1.0,1583
2234,名詞,1082,払い,1,1,0.0632,1.0,1583
2235,動詞,369,払う,1,1,0.0632,1.0,1583
2236,動詞,369,投げつける,1,1,0.0632,1.0,1583
2237,動詞,369,投げ入れる,1,1,0.0632,1.0,1583
2238,動詞,369,折り畳む,1,1,0.0632,1.0,1583
2239,動詞,369,折れ曲がる,1,1,0.0632,1.0,1583
2240,動詞,369,抱え込む,1,1,0.0632,1.0,1583
2241,動詞,369,抱き合う,1,1,0.0632,1.0,1583
2242,動詞,369,抱く,1,1,0.0632,1.0,1583
2243,名詞,1082,抵抗,1,1,0.0632,1.0,1583
2244,動詞,369,押し出す,1,1,0.0632,1.0,1583
2245,名詞,1082,押し合い,1,1,0.0632,1.0,1583
2246,動詞,369,持ち上がる,1,1,0.0632,1.0,1583
2247,名詞,1082,持病,1,1,0.0632,1.0,1583
2248,名詞,1082,指,1,1,0.0632,1.0,1583
2249,名詞,1082,挙,1,1,0.0632,1.0,1583
2250,名詞,1082,挨拶,1,1,0.0632,1.0,1583
2251,名詞,1082,挫創,1,1,0.0632,1.0,1583
2252,動詞,369,振りほどく,1,1,0.0632,1.0,1583
2253,動詞,369,振るう,1,1,0.0632,1.0,1583
2254,動詞,369,振れる,1,1,0.0632,1.0,1583
2255,名詞,1082,振盪,1,1,0.0632,1.0,1583
2256,動詞,369,捕まえる,1,1,0.0632,1.0,1583
2257,動詞,369,捕まる,1,1,0.0632,1.0,1583
2258,動詞,369,捻る,1,1,0.0632,1.0,1583
2259,動詞,369,掃く,1,1,0.0632,1.0,1583
2260,名詞,1082,排水,1,1,0.0632,1.0,1583
2261,名詞,1082,排泄,1,1,0.0632,1.0,1583
2262,名詞,1082,採取,1,1,0.0632,1.0,1583
2263,動詞,369,接す,1,1,0.0632,1.0,1583
2264,名詞,1082,握り,1,1,0.0632,1.0,1583
2265,動詞,369,揺れる,1,1,0.0632,1.0,1583
2266,名詞,1082,携帯,1,1,0.0632,1.0,1583
2267,名詞,1082,摺り,1,1,0.0632,1.0,1583
2268,動詞,369,撃つ,1,1,0.0632,1.0,1583
2269,動詞,369,撒く,1,1,0.0632,1.0,1583
2270,名詞,1082,撮影,1,1,0.0632,1.0,1583
2271,動詞,369,擦る,1,1,0.0632,1.0,1583
2272,名詞,1082,支台歯,1,1,0.0632,1.0,1583
2273,動詞,369,攻め寄る,1,1,0.0632,1.0,1583
2274,動詞,369,放つ,1,1,0.0632,1.0,1583
2275,動詞,369,放る,1,1,0.0632,1.0,1583
2276,名詞,1082,放課,1,1,0.0632,1.0,1583
2277,名詞,1082,故障,1,1,0.0632,1.0,1583
2278,動詞,369,教える,1,1,0.0632,1.0,1583
2279,名詞,1082,教務,1,1,0.0632,1.0,1583
2280,名詞,1082,教壇,1,1,0.0632,1.0,1583
2281,名詞,1082,教官,1,1,0.0632,1.0,1583
2282,動詞,369,散る,1,1,0.0632,1.0,1583
2283,名詞,1082,散歩,1,1,0.0632,1.0,1583
2284,名詞,1082,数学,1,1,0.0632,1.0,1583
2285,動詞,369,整える,1,1,0.0632,1.0,1583
2286,名詞,1082,整備,1,1,0.0632,1.0,1583
2287,名詞,1082,整列,1,1,0.0632,1.0,1583
2288,名詞,1082,整地,1,1,0.0632,1.0,1583
2289,名詞,1082,敷地,1,1,0.0632,1.0,1583
2290,名詞,1082,文鎮,1,1,0.0632,1.0,1583
2291,動詞,369,断る,1,1,0.0632,1.0,1583
2292,名詞,1082,新人,1,1,0.0632,1.0,1583
2293,名詞,1082,新聞紙,1,1,0.0632,1.0,1583
2294,名詞,1082,日光,1,1,0.0632,1.0,1583
2295,名詞,1082,日曜日,1,1,0.0632,1.0,1583
2296,名詞,1082,早退,1,1,0.0632,1.0,1583
2297,動詞,369,映る,1,1,0.0632,1.0,1583
2298,名詞,1082,春,1,1,0.0632,1.0,1583
2299,名詞,1082,春休み,1,1,0.0632,1.0,1583
2300,名詞,1082,普段,1,1,0.0632,1.0,1583
2301,名詞,1082,暇,1,1,0.0632,1.0,1583
2302,動詞,369,暴れる,1,1,0.0632,1.0,1583
2303,名詞,1082,暴力,1,1,0.0632,1.0,1583
2304,名詞,1082,暴行,1,1,0.0632,1.0,1583
2305,名詞,1082,曲がり角,1,1,0.0632,1.0,1583
2306,動詞,369,曲げる,1,1,0.0632,1.0,1583
2307,名詞,1082,更衣,1,1,0.0632,1.0,1583
2308,動詞,369,書く,1,1,0.0632,1.0,1583
2309,動詞,369,替える,1,1,0.0632,1.0,1583
2310,動詞,369,替わる,1,1,0.0632,1.0,1583
2311,名詞,1082,最初,1,1,0.0632,1.0,1583
2312,名詞,1082,朝露,1,1,0.0632,1.0,1583
2313,名詞,1082,朝食,1,1,0.0632,1.0,1583
2314,名詞,1082,木,1,1,0.0632,1.0,1583
2315,名詞,1082,本塁,1,1,0.0632,1.0,1583
2316,名詞,1082,本格,1,1,0.0632,1.0,1583
2317,名詞,1082,杯,1,1,0.0632,1.0,1583
2318,名詞,1082,松ぼっくり,1,1,0.0632,1.0,1583
2319,名詞,1082,林道,1,1,0.0632,1.0,1583
2320,名詞,1082,林間,1,1,0.0632,1.0,1583
2321,名詞,1082,校生,1,1,0.0632,1.0,1583
2322,名詞,1082,根,1,1,0.0632,1.0,1583
2323,名詞,1082,格好,1,1,0.0632,1.0,1583
2324,名詞,1082,格技,1,1,0.0632,1.0,1583
2325,名詞,1082,棒高跳び,1,1,0.0632,1.0,1583
2326,名詞,1082,棚,1,1,0.0632,1.0,1583
2327,名詞,1082,棟,1,1,0.0632,1.0,1583
2328,名詞,1082,植え込み,1,1,0.0632,1.0,1583
2329,名詞,1082,構え,1,1,0.0632,1.0,1583
2330,名詞,1082,様,1,1,0.0632,1.0,1583
2331,名詞,1082,様子,1,1,0.0632,1.0,1583
2332,名詞,1082,標,1,1,0.0632,1.0,1583
2333,名詞,1082,標識,1,1,0.0632,1.0,1583
2334,名詞,1082,横向き,1,1,0.0632,1.0,1583
2335,名詞,1082,横壁,1,1,0.0632,1.0,1583
2336,名詞,1082,横目,1,1,0.0632,1.0,1583
2337,名詞,1082,機具,1,1,0.0632,1.0,1583
2338,名詞,1082,機能,1,1,0.0632,1.0,1583
2339,名詞,1082,欠落,1,1,0.0632,1.0,1583
2340,名詞,1082,歌,1,1,0.0632,1.0,1583
2341,名詞,1082,武道,1,1,0.0632,1.0,1583
2342,名詞,1082,武道館,1,1,0.0632,1.0,1583
2343,名詞,1082,歩き,1,1,0.0632,1.0,1583
2344,動詞,369,歩ける,1,1,0.0632,1.0,1583
2345,名詞,1082,歯ぐき,1,1,0.0632,1.0,1583
2346,名詞,1082,歯磨き,1,1,0.0632,1.0,1583
2347,名詞,1082,歯髄,1,1,0.0632,1.0,1583
2348,名詞,1082,死球,1,1,0.0632,1.0,1583
2349,名詞,1082,死骸,1,1,0.0632,1.0,1583
2350,名詞,1082,残存,1,1,0.0632,1.0,1583
2351,名詞,1082,残雪,1,1,0.0632,1.0,1583
2352,名詞,1082,殴り合い,1,1,0.0632,1.0,1583
2353,名詞,1082,段上,1,1,0.0632,1.0,1583
2354,動詞,369,殺る,1,1,0.0632,1.0,1583
2355,名詞,1082,民家,1,1,0.0632,1.0,1583
2356,名詞,1082,民宿,1,1,0.0632,1.0,1583
2357,名詞,1082,気味,1,1,0.0632,1.0,1583
2358,名詞,1082,気持ち,1,1,0.0632,1.0,1583
2359,名詞,1082,水しぶき,1,1,0.0632,1.0,1583
2360,名詞,1082,水中,1,1,0.0632,1.0,1583
2361,名詞,1082,水切り,1,1,0.0632,1.0,1583
2362,名詞,1082,水田,1,1,0.0632,1.0,1583
2363,名詞,1082,水道,1,1,0.0632,1.0,1583
2364,名詞,1082,氷上,1,1,0.0632,1.0,1583
2365,動詞,369,汲む,1,1,0.0632,1.0,1583
2366,動詞,369,決める,1,1,0.0632,1.0,1583
2367,名詞,1082,洋式,1,1,0.0632,1.0,1583
2368,名詞,1082,洗面,1,1,0.0632,1.0,1583
2369,動詞,369,流す,1,1,0.0632,1.0,1583
2370,動詞,369,浮かび上がる,1,1,0.0632,1.0,1583
2371,動詞,369,浮き上がる,1,1,0.0632,1.0,1583
2372,動詞,369,浴びせる,1,1,0.0632,1.0,1583
2373,動詞,369,浴びる,1,1,0.0632,1.0,1583
2374,名詞,1082,海,1,1,0.0632,1.0,1583
2375,名詞,1082,消し,1,1,0.0632,1.0,1583
2376,動詞,369,消す,1,1,0.0632,1.0,1583
2377,名詞,1082,消失,1,1,0.0632,1.0,1583
2378,名詞,1082,消灯,1,1,0.0632,1.0,1583
2379,動詞,369,涼む,1,1,0.0632,1.0,1583
2380,名詞,1082,温水,1,1,0.0632,1.0,1583
2381,名詞,1082,湖,1,1,0.0632,1.0,1583
2382,動詞,369,湿る,1,1,0.0632,1.0,1583
2383,名詞,1082,湿気,1,1,0.0632,1.0,1583
2384,名詞,1082,溶接,1,1,0.0632,1.0,1583
2385,動詞,369,滑り出す,1,1,0.0632,1.0,1583
2386,名詞,1082,滑り台,1,1,0.0632,1.0,1583
2387,動詞,369,滑り落ちる,1,1,0.0632,1.0,1583
2388,名詞,1082,滑落,1,1,0.0632,1.0,1583
2389,動詞,369,演じる,1,1,0.0632,1.0,1583
2390,動詞,369,潜る,1,1,0.0632,1.0,1583
2391,名詞,1082,激怒,1,1,0.0632,1.0,1583
2392,名詞,1082,灯,1,1,0.0632,1.0,1583
2393,名詞,1082,灰色,1,1,0.0632,1.0,1583
2394,名詞,1082,災害,1,1,0.0632,1.0,1583
2395,名詞,1082,炎症,1,1,0.0632,1.0,1583
2396,動詞,369,無くなる,1,1,0.0632,1.0,1583
